LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
708,2026-01-16,08:45:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
709,2026-01-16,08:46:12,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
710,2026-01-16,08:47:12,INFO,System,Health check status: OK,E101,Health check status: OK
711,2026-01-16,08:47:46,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
712,2026-01-16,08:48:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
713,2026-01-16,08:48:39,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
714,2026-01-16,08:50:35,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
715,2026-01-16,08:51:06,INFO,System,Health check status: OK,E101,Health check status: OK
716,2026-01-16,08:52:52,INFO,System,Health check status: OK,E101,Health check status: OK
717,2026-01-16,08:53:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
718,2026-01-16,08:53:17,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
719,2026-01-16,08:54:50,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
720,2026-01-16,08:56:07,INFO,System,Health check status: OK,E101,Health check status: OK
721,2026-01-16,08:57:14,INFO,System,Health check status: OK,E101,Health check status: OK
722,2026-01-16,08:57:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.99,E501,Connection refused to database InventoryDB at {ip}
723,2026-01-16,08:57:38,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
724,2026-01-16,08:59:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
725,2026-01-16,08:59:34,INFO,System,Health check status: OK,E101,Health check status: OK
726,2026-01-16,09:00:26,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
727,2026-01-16,09:02:04,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
728,2026-01-16,09:02:17,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
729,2026-01-16,09:03:55,INFO,System,Health check status: OK,E101,Health check status: OK
730,2026-01-16,09:04:14,INFO,System,Health check status: OK,E101,Health check status: OK
731,2026-01-16,09:04:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
732,2026-01-16,09:05:42,INFO,System,Health check status: OK,E101,Health check status: OK
733,2026-01-16,09:06:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
734,2026-01-16,09:07:59,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
735,2026-01-16,09:09:27,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
736,2026-01-16,09:09:39,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
737,2026-01-16,09:11:13,INFO,System,Health check status: OK,E101,Health check status: OK
738,2026-01-16,09:11:30,INFO,System,Health check status: OK,E101,Health check status: OK
739,2026-01-16,09:12:12,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
740,2026-01-16,09:13:05,INFO,System,Health check status: OK,E101,Health check status: OK
741,2026-01-16,09:14:01,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
742,2026-01-16,09:14:02,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
743,2026-01-16,09:15:56,INFO,System,Health check status: OK,E101,Health check status: OK
744,2026-01-16,09:16:22,INFO,System,Health check status: OK,E101,Health check status: OK
745,2026-01-16,09:18:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
746,2026-01-16,09:20:14,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
747,2026-01-16,09:20:22,INFO,System,Health check status: OK,E101,Health check status: OK
748,2026-01-16,09:20:23,INFO,System,Health check status: OK,E101,Health check status: OK
749,2026-01-16,09:21:37,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
750,2026-01-16,09:21:48,INFO,System,Health check status: OK,E101,Health check status: OK
751,2026-01-16,09:23:47,INFO,System,Health check status: OK,E101,Health check status: OK
752,2026-01-16,09:23:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
753,2026-01-16,09:25:31,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
754,2026-01-16,09:26:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
755,2026-01-16,09:28:30,INFO,System,Health check status: OK,E101,Health check status: OK
756,2026-01-16,09:29:18,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
757,2026-01-16,09:30:17,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
758,2026-01-16,09:32:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
759,2026-01-16,09:34:04,INFO,System,Health check status: OK,E101,Health check status: OK
760,2026-01-16,09:35:54,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
761,2026-01-16,09:36:40,INFO,System,Health check status: OK,E101,Health check status: OK
762,2026-01-16,09:37:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
763,2026-01-16,09:39:51,INFO,System,Health check status: OK,E101,Health check status: OK
764,2026-01-16,09:40:06,INFO,System,Health check status: OK,E101,Health check status: OK
765,2026-01-16,09:41:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
766,2026-01-16,09:41:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
767,2026-01-16,09:42:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
768,2026-01-16,09:43:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
769,2026-01-16,09:45:00,INFO,System,Health check status: OK,E101,Health check status: OK
770,2026-01-16,09:45:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
771,2026-01-16,09:46:36,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
772,2026-01-16,09:47:53,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
773,2026-01-16,09:48:28,INFO,System,Health check status: OK,E101,Health check status: OK
774,2026-01-16,09:50:05,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
775,2026-01-16,09:50:17,INFO,System,Health check status: OK,E101,Health check status: OK
776,2026-01-16,09:50:47,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
777,2026-01-16,09:51:02,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
778,2026-01-16,09:51:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
779,2026-01-16,09:52:41,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
780,2026-01-16,09:54:39,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
781,2026-01-16,09:55:20,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
782,2026-01-16,09:56:39,INFO,System,Health check status: OK,E101,Health check status: OK
783,2026-01-16,09:58:29,INFO,System,Health check status: OK,E101,Health check status: OK
784,2026-01-16,10:00:04,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
785,2026-01-16,10:01:54,INFO,System,Health check status: OK,E101,Health check status: OK
786,2026-01-16,10:02:37,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
787,2026-01-16,10:02:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
788,2026-01-16,10:04:13,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
789,2026-01-16,10:05:04,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
790,2026-01-16,10:05:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
791,2026-01-16,10:06:56,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
792,2026-01-16,10:08:18,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.99,E501,Connection refused to database InventoryDB at {ip}
793,2026-01-16,10:09:31,INFO,System,Health check status: OK,E101,Health check status: OK
794,2026-01-16,10:10:06,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
795,2026-01-16,10:11:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
796,2026-01-16,10:12:34,INFO,System,Health check status: OK,E101,Health check status: OK
797,2026-01-16,10:13:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
798,2026-01-16,10:14:28,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
799,2026-01-16,10:15:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
800,2026-01-16,10:16:29,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
801,2026-01-16,10:16:52,INFO,System,Health check status: OK,E101,Health check status: OK
802,2026-01-16,10:18:26,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
803,2026-01-16,10:19:17,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
804,2026-01-16,10:19:32,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
805,2026-01-16,10:20:33,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
806,2026-01-16,10:21:28,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
807,2026-01-16,10:22:59,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
808,2026-01-16,10:23:33,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.99,E501,Connection refused to database InventoryDB at {ip}
809,2026-01-16,10:24:52,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
810,2026-01-16,10:25:18,INFO,System,Health check status: OK,E101,Health check status: OK
811,2026-01-16,10:26:49,INFO,System,Health check status: OK,E101,Health check status: OK
812,2026-01-16,10:27:15,INFO,System,Health check status: OK,E101,Health check status: OK
813,2026-01-16,10:28:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
814,2026-01-16,10:29:30,WARN,System,High latency detected from IP 10.0.0.8,E202,High latency detected from IP {ip}
815,2026-01-16,10:31:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
816,2026-01-16,10:32:29,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
817,2026-01-16,10:34:20,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
818,2026-01-16,10:34:49,INFO,System,Health check status: OK,E101,Health check status: OK
819,2026-01-16,10:35:18,INFO,System,Health check status: OK,E101,Health check status: OK
820,2026-01-16,10:36:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
821,2026-01-16,10:37:16,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
822,2026-01-16,10:37:38,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
823,2026-01-16,10:39:28,INFO,System,Health check status: OK,E101,Health check status: OK
824,2026-01-16,10:40:17,INFO,System,Health check status: OK,E101,Health check status: OK
825,2026-01-16,10:41:03,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
826,2026-01-16,10:41:58,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
827,2026-01-16,10:43:55,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
828,2026-01-16,10:44:10,INFO,System,Health check status: OK,E101,Health check status: OK
829,2026-01-16,10:44:47,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
830,2026-01-16,10:45:09,INFO,System,Health check status: OK,E101,Health check status: OK
831,2026-01-16,10:46:42,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
832,2026-01-16,10:48:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
833,2026-01-16,10:49:38,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
834,2026-01-16,10:50:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
835,2026-01-16,10:52:20,INFO,System,Health check status: OK,E101,Health check status: OK
836,2026-01-16,10:52:45,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
837,2026-01-16,10:54:31,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
838,2026-01-16,10:55:47,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
839,2026-01-16,10:56:56,INFO,System,Health check status: OK,E101,Health check status: OK
840,2026-01-16,10:58:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
841,2026-01-16,10:59:22,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
842,2026-01-16,11:00:38,INFO,System,Health check status: OK,E101,Health check status: OK
843,2026-01-16,11:01:18,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
844,2026-01-16,11:03:12,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
845,2026-01-16,11:05:12,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
846,2026-01-16,11:05:49,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
847,2026-01-16,11:06:20,INFO,System,Health check status: OK,E101,Health check status: OK
848,2026-01-16,11:07:19,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
849,2026-01-16,11:08:43,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
850,2026-01-16,11:09:00,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
851,2026-01-16,11:09:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
852,2026-01-16,11:10:42,INFO,System,Health check status: OK,E101,Health check status: OK
853,2026-01-16,11:11:50,INFO,System,Health check status: OK,E101,Health check status: OK
854,2026-01-16,11:12:10,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
855,2026-01-16,11:13:31,INFO,System,Health check status: OK,E101,Health check status: OK
856,2026-01-16,11:14:15,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
857,2026-01-16,11:15:56,INFO,System,Health check status: OK,E101,Health check status: OK
858,2026-01-16,11:16:19,INFO,System,Health check status: OK,E101,Health check status: OK
859,2026-01-16,11:17:54,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
860,2026-01-16,11:18:36,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
861,2026-01-16,11:19:10,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
862,2026-01-16,11:19:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
863,2026-01-16,11:19:56,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
864,2026-01-16,11:20:52,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
865,2026-01-16,11:22:00,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
866,2026-01-16,11:22:01,INFO,System,Health check status: OK,E101,Health check status: OK
867,2026-01-16,11:22:02,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
868,2026-01-16,11:22:08,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
869,2026-01-16,11:23:40,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
870,2026-01-16,11:24:06,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
871,2026-01-16,11:26:01,INFO,System,Health check status: OK,E101,Health check status: OK
872,2026-01-16,11:26:17,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
873,2026-01-16,11:26:40,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
874,2026-01-16,11:27:26,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
875,2026-01-16,11:27:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
876,2026-01-16,11:29:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
877,2026-01-16,11:30:35,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
878,2026-01-16,11:31:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
879,2026-01-16,11:32:46,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
880,2026-01-16,11:33:34,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
881,2026-01-16,11:34:10,INFO,System,Health check status: OK,E101,Health check status: OK
882,2026-01-16,11:34:54,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
883,2026-01-16,11:36:42,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
884,2026-01-16,11:38:08,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
885,2026-01-16,11:39:31,INFO,System,Health check status: OK,E101,Health check status: OK
886,2026-01-16,11:41:10,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
887,2026-01-16,11:43:00,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
888,2026-01-16,11:44:36,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
889,2026-01-16,11:44:55,INFO,System,Health check status: OK,E101,Health check status: OK
890,2026-01-16,11:45:56,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
891,2026-01-16,11:47:03,INFO,System,Health check status: OK,E101,Health check status: OK
892,2026-01-16,11:48:30,INFO,System,Health check status: OK,E101,Health check status: OK
893,2026-01-16,11:50:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
894,2026-01-16,11:51:28,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
895,2026-01-16,11:52:34,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
896,2026-01-16,11:53:13,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
897,2026-01-16,11:53:30,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
898,2026-01-16,11:54:08,INFO,System,Health check status: OK,E101,Health check status: OK
899,2026-01-16,11:54:23,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
900,2026-01-16,11:54:25,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
901,2026-01-16,11:55:10,INFO,System,Health check status: OK,E101,Health check status: OK
902,2026-01-16,11:56:18,INFO,System,Health check status: OK,E101,Health check status: OK
903,2026-01-16,11:58:07,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
904,2026-01-16,11:58:49,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
905,2026-01-16,11:59:57,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
906,2026-01-16,12:00:00,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
907,2026-01-16,12:00:43,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
908,2026-01-16,12:01:21,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
909,2026-01-16,12:03:00,INFO,System,Health check status: OK,E101,Health check status: OK
910,2026-01-16,12:04:24,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
911,2026-01-16,12:04:30,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
912,2026-01-16,12:05:39,INFO,System,Health check status: OK,E101,Health check status: OK
913,2026-01-16,12:07:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
914,2026-01-16,12:08:14,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
915,2026-01-16,12:08:49,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
916,2026-01-16,12:09:29,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
917,2026-01-16,12:10:23,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
918,2026-01-16,12:10:45,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.17,E501,Connection refused to database InventoryDB at {ip}
919,2026-01-16,12:11:48,INFO,System,Health check status: OK,E101,Health check status: OK
920,2026-01-16,12:12:34,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
921,2026-01-16,12:14:28,WARN,System,High latency detected from IP 10.0.0.17,E202,High latency detected from IP {ip}
922,2026-01-16,12:15:30,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
923,2026-01-16,12:17:11,INFO,System,Health check status: OK,E101,Health check status: OK
924,2026-01-16,12:17:19,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
925,2026-01-16,12:17:55,INFO,System,Health check status: OK,E101,Health check status: OK
926,2026-01-16,12:18:39,ERROR,AuthService,AuthService unavailable: 503 Service Unavailable,E503,AuthService unavailable: 503 Service Unavailable
927,2026-01-16,12:18:44,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.49,E501,Connection refused to database InventoryDB at {ip}
928,2026-01-16,12:19:50,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.99,E501,Connection refused to database InventoryDB at {ip}
929,2026-01-16,12:19:51,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
930,2026-01-16,12:21:28,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
931,2026-01-16,12:22:36,INFO,System,Health check status: OK,E101,Health check status: OK
932,2026-01-16,12:23:18,WARN,System,High latency detected from IP 10.0.0.32,E202,High latency detected from IP {ip}
933,2026-01-16,12:23:30,INFO,System,Health check status: OK,E101,Health check status: OK
934,2026-01-16,12:24:03,WARN,System,High latency detected from IP 10.0.0.49,E202,High latency detected from IP {ip}
935,2026-01-16,12:24:14,INFO,System,Health check status: OK,E101,Health check status: OK
936,2026-01-16,12:25:26,INFO,System,Health check status: OK,E101,Health check status: OK
937,2026-01-16,12:25:40,INFO,System,Health check status: OK,E101,Health check status: OK
938,2026-01-16,12:25:49,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.8,E501,Connection refused to database InventoryDB at {ip}
939,2026-01-16,12:27:22,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
940,2026-01-16,12:29:05,CRITICAL,InventoryDB,Connection refused to database InventoryDB at 10.0.0.32,E501,Connection refused to database InventoryDB at {ip}
941,2026-01-16,12:29:56,INFO,System,Health check status: OK,E101,Health check status: OK
